Timestamp,Temperature_Top,Temperature_Bottom,Pressure_Gas,Impurity_Rate,Vibration_Level,Maintenance_History
2024-01-01 00:00:00,304.9671415301123,331.9412952655043,143.0922547056028,0.011006629838108068,0.44479309189404537,0
2024-01-01 01:00:00,298.6173569882882,353.378850229754,141.94141467190573,0.008086738258442413,0.6152473483927079,0
2024-01-01 02:00:00,306.4768853810069,359.4404095014334,160.30413281951328,0.004737790366927889,0.4419577949214574,0
2024-01-01 03:00:00,315.2302985640803,345.5139637215492,147.3548767468061,0.010770144653662352,0.4247815028690156,0
2024-01-01 04:00:00,297.65846625276663,360.18940729973525,149.0713161829075,0.01603723021981469,0.602668207447164,0
2024-01-01 05:00:00,297.6586304305082,339.34795089743926,144.43617960839472,0.012219306153652066,0.525967101593177,0
2024-01-01 06:00:00,315.7921281550739,318.279596013894,154.74169639664595,0.0059125302939260415,0.7111782350631641,0
2024-01-01 07:00:00,307.6743472915291,343.64148391501107,146.09220070387707,0.014073700129093019,0.4137758477193545,0
2024-01-01 08:00:00,295.3052561406505,350.94848219769653,147.54368486169338,0.008324414661030217,0.44811640705340006,1
2024-01-01 09:00:00,305.4256004358596,345.86240060155313,151.4976020970808,0.013573269902401437,0.6121967737427826,0
2024-01-01 10:00:00,295.36582307187535,332.62095104510774,144.67977036377215,0.008156020675519194,0.37208996287389784,0
2024-01-01 11:00:00,295.3427024642974,322.76526536181774,149.10708865242887,0.011766532199136849,0.6319692357925888,0
2024-01-01 12:00:00,302.41962271566035,342.2886679344815,157.01104794751635,0.007407513316878266,0.3792544617815428,0
2024-01-01 13:00:00,280.86719755342205,363.46483657474613,152.1412719875843,0.007534737517648328,0.5610223563211034,0
2024-01-01 14:00:00,282.75082167486966,368.8429615912052,150.65271146214178,0.0021686731645213023,0.3156948973534722,0
2024-01-01 15:00:00,294.37712470759027,367.8157007620768,151.07432354731932,0.0125603740958058,0.5045129839988313,1
2024-01-01 16:00:00,289.87168879665575,337.7613569727717,148.05432452011718,0.011850848174101685,0.3630469510615171,0
2024-01-01 17:00:00,303.1424733259527,332.6944051455445,159.98076159877462,0.012132213581304712,0.6926275237011488,0
2024-01-01 18:00:00,290.9197592447879,357.4495192246984,145.93921434732965,0.011376652805659056,0.3928369487204485,0
2024-01-01 19:00:00,285.8769629866471,359.5265001739689,151.05463080981966,0.006188749833383484,0.4171142991019158,0
2024-01-01 20:00:00,314.65648768921557,356.0025440780075,150.57512783171404,0.0148294963224679,0.5535425956302873,0
2024-01-01 21:00:00,297.74223699513465,319.78905088643353,155.04381253566567,0.01496389650046135,0.43990423711032617,0
